MeterpointID,MeterNumber,PostalCode,Id,Substation
707057500017185234,15691340,1684,84690,H120L
707057500017185791,15699519,1684,84691,H125L
707057500017185326,16632137,1684,84692,H125L
707057500017185586,15701873,1684,84697,H125L
707057500017182103,15700417,1684,84698,H85L
707057500017185579,15672146,1684,84699,H125L
707057500017183247,16632472,1684,84702,H90L
707057500017185357,15730366,1684,84705,H130L
707057500017185197,15673799,1684,84706,H120L
707057500017186804,15700559,1684,84707,H210L
707057500017186439,15700817,1684,84708,H205L
707057500017181465,15672063,1684,84713,H80L
707057500017186231,15673247,1684,84714,H205L
707057500017185616,15701863,1684,84716,H125L
707057500017182158,15700524,1684,84719,H85L
707057500017185098,15673699,1684,84720,H120L
707057500017186255,15673479,1684,84722,H205L
707057500017186057,15699495,1684,84723,H130L
707057500017185272,18020194,1684,84724,H120L
707057500017185401,15691629,1684,84728,H125L
707057500017186293,15717554,1680,84731,H220L
707057500017185487,15672995,1684,84734,H125L
707057500017182165,15699560,1684,84735,H85L
707057500017185364,15672996,1684,84737,H125L
707057500017185982,15730505,1684,84738,H130L
707057500017183308,15691575,1684,84739,H89L
707057500017185258,15673721,1684,84740,H120L
707057500017185623,15673457,1684,84742,H125L
707057500017185531,15701490,1684,84750,H125L
707057500017186750,15699472,1684,84751,H210L
707057500017186729,15673253,1684,84752,H210L
707057500017185463,16632415,1684,84753,H125L
707057500017185821,15699523,1684,84754,H125L
707057500017185661,15672062,1684,84755,H125L
707057500017185135,15673700,1684,84757,H120L
707057500017186002,15673134,1684,84759,H130L
707057500017186484,15673068,1684,84760,H205L
707057500017185425,15730404,1684,84767,H125L
707057500017186903,15701921,1684,84768,H210L
707057500017186712,15673252,1684,84769,H210L
707057500017186200,15718542,1684,84770,H205L
707057500017186064,15699498,1684,84771,H130L
707057500017188013,15700632,1684,84775,H215L
707057500017182110,15699563,1684,84776,H85L
707057500017185975,15730469,1684,84777,H130L
707057500017186828,15701924,1684,84778,H210L
707057500017185685,15701860,1684,84784,H125L
707057500017186330,15673483,1684,84785,H205L
707057500017185289,15691343,1684,84786,H120L
707057500017185159,15718423,1684,84787,H120L
707057500017185562,15701862,1684,84789,H125L
707057500017185708,15701533,1684,84793,H125L
707057500017185951,15674172,1684,84794,H130L
707057500017185845,15718414,1684,84795,H125L
707057500017181519,16632555,1684,84799,H80L
707057500017185746,15701859,1684,84801,H125L
707057500017185210,15691660,1684,84802,H120L
707057500017186446,16044639,1684,84803,H205L
707057500017185043,15672719,1684,84805,H1043L
707057500017186101,17726025,1684,84807,H200L
707057500017185302,15674168,1684,84809,H120L
707057500017185838,15699518,1684,84811,H125L
707057500017186507,15673066,1684,84813,H205L
707057500017186453,15699933,1684,84816,H205L
707057500017186606,15671838,1684,84819,H210L
707057500017183216,15700560,1684,84820,H88L
707057500017185852,15699521,1684,84821,H125L
707057500017186149,15673105,1684,84823,H205L
707057500017186583,16632531,1680,84827,H210L
707057500017185593,15718417,1684,84828,H125L
707057500017186460,15699932,1684,84829,H205L
707057500017186842,15701918,1684,84830,H210L
707057500017186262,15673480,1684,84835,H205L
707057500017188075,15699553,1684,84837,H212L
707057500017185104,15673698,1684,84838,H120L
707057500017186736,16632449,1684,84839,H210L
707057500017185029,15717627,1684,84842,H18L
707057500017186866,15701922,1684,84845,H210L
707057500017185968,15672479,1684,84846,H130L
707057500017185906,15730468,1684,84847,H1043L
707057500017186316,16044577,1684,84848,H220L
707057500017182172,15701231,1684,84855,H85L
707057500017186538,15671836,1684,84856,H210L
707057500017186309,15700841,1684,84857,H220L
707057500017186637,15674283,1684,84859,H210L
707057500017185937,16632226,1684,84861,H130L
707057500017186927,15718055,1684,84862,H212L
707057500017185081,15701911,1684,84863,H120L
707057500017185555,15701140,1684,84869,H125L
707057500017186286,15673021,1684,84870,H205L
707057500017186248,15699946,1684,84872,H205L
707057500017185913,15674235,1684,84873,H1043L
707057500017185647,15672065,1684,84875,H125L
707057500017187979,15673078,1684,84876,H215L
707057500017185999,15701652,1684,84878,H130L
707057500017185920,15700075,1684,84879,H120L
707057500017186194,15699936,1684,84886,H205L
707057500017186415,15672835,1684,84887,H205L
707057500017186408,15717553,1684,84888,H220L
707057500017186224,15672197,1684,84889,H205L
707057500017186699,16632410,1684,84890,H210L
707057500017186651,15673741,1684,84893,H210L
707057500017186033,15674187,1684,84895,H130L
707057500017186392,15673250,1684,84896,H205L
707057500017182080,15700413,1684,84897,H85L
707057500017186040,15730546,1684,84904,H130L
707057500017186217,15699934,1684,84906,H205L
707057500017186774,15674320,1684,84907,H210L
707057500017185692,15701535,1684,84908,H125L
707057500017185777,15701141,1684,84910,H125L
707057500017186156,15672834,1684,84911,H205L
707057500017186019,15730502,1684,84912,H130L
707057500017187450,15701993,1684,84913,H213L
707057500017185715,15701530,1684,84919,H125L
707057500017186378,15674085,1684,84920,H205L
707057500017186385,16632094,1684,84921,H205L
707057500017186576,15671837,1684,84922,H210L
707057500017185609,15701716,1684,84924,H125L
707057500017188020,15674295,1684,84926,H215L
707057500017185395,15701856,1684,84927,H125L
707057500017188006,15674296,1684,84928,H215L
707057500017186552,15673248,1680,84932,H215L
707057500017185319,15699494,1684,84933,H125L
707057500017186361,15730305,1684,84934,H205L
707057500017186125,15673104,1684,84938,H205L
707057500017186545,15699743,1684,84939,H210L
707057500017186835,15701992,1684,84941,H210L
707057500017188693,15672400,1684,84942,H230L
707057500017187375,15701997,1684,84943,H213L
707057500017185814,15699516,1684,84946,H125L
707057500017186347,15699579,1684,84947,H105L
707057500017188785,15702046,1684,84951,H230L
707057500017185753,15699517,1684,84952,H125L
707057500017186477,15671698,1684,84955,H210L
707057500017187504,16044971,1684,84957,H215L
707057500017186569,15700563,1684,84959,H210L
707057500017186590,15672328,1684,84960,H210L
707057500017186798,15701991,1684,84961,H210L
707057500017187719,15671748,1684,84965,H215L
707057500017185807,15700543,1684,84966,H125L
707057500017186880,15700924,1684,84968,H210L
707057500017188747,15673443,1684,84972,H230L
707057500017186873,15701919,1684,84973,H210L
707057500017186613,15699470,1684,84974,H210L
707057500017186811,15700640,1684,84976,H210L
707057500017188761,15699974,1684,84979,H230L
707057500017186859,15701925,1684,84981,H210L
707057500017187672,15672899,1684,84982,H215L
707057500017186781,15701923,1684,84984,H210L
707057500017188051,15674080,1684,84987,H215L
707057500017187962,15674079,1684,84988,H215L
707057500017188082,15701489,1684,84990,H215L
707057500017187610,15671756,1684,84993,H215L
707057500017187702,15671755,1684,84995,H215L
707057500017188846,15700787,1684,84996,H230L
707057500017187849,15700833,1684,84999,H215L
707057500017187344,15701142,1684,85000,H213L
707057500017185760,15718416,1684,85001,H125L
707057500017187436,15701994,1684,85005,H213L
707057500017187429,15673241,1684,85006,H213L
707057500017186675,16044683,1684,85011,H210L
707057500017188327,15671920,1684,85012,H220L
707057500017186644,15673404,1684,85014,H210L
707057500017188181,15717785,1680,85015,H220L
707057500017187405,15700444,1684,85019,H213L
707057500017187368,15702073,1684,85021,H213L
707057500017187030,15699724,1684,85024,H213L
707057500017187276,15673471,1684,85025,H213L
707057500017187498,15717825,1684,85027,H215L
707057500017186491,15673069,1684,85028,H205L
707057500017185784,15700016,1684,85029,H125L
707057500017187481,15700449,1684,85034,H212L
707057500017188259,15671922,1684,85036,H220L
707057500017187184,16632532,1684,85038,H213L
707057500017187009,15671616,1684,85039,H213L
707057500017188099,15701495,1684,85041,H215L
707057500017188136,16632889,1684,85042,H220L
707057500017188266,15701842,1684,85043,H220L
707057500017186668,15674282,1684,85047,H210L
707057500017188723,15671671,1684,85050,H230L
707057500017187788,15671751,1684,85053,H215L
707057500017187115,15700874,1684,85055,H213L
707057500017188372,15700850,1684,85056,H220L
707057500017187627,15674031,1684,85058,H215L
707057500017188662,15673445,1684,85059,H230L
707057500017187818,16632388,1684,85060,H215L
707057500017187467,15701996,1684,85061,H213L
707057500017187535,15701316,1684,85065,H215L
707057500017187887,15672320,1684,85069,H215L
707057500017187986,15674298,1684,85070,H215L
707057500017187207,15700409,1684,85071,H213L
707057500017188341,15700612,1684,85073,H220L
707057500017187993,15674297,1684,85074,H215L
707057500017187771,15701200,1684,85077,H215L
707057500017188754,15673442,1684,85079,H230L
707057500017187023,15671606,1684,85081,H213L
707057500017187597,15701313,1684,85082,H215L
707057500017188303,15671931,1684,85085,H220L
707057500017188358,15671921,1684,85086,H220L
707057500017187108,15673537,1684,85088,H213L
707057500017187443,15700448,1684,85091,H213L
707057500017188044,16044674,1684,85092,H215L
707057500017187047,15673236,1684,85093,H213L
707057500017187573,15717804,1684,85098,H215L
707057500017188204,15701144,1684,85099,H220L
707057500017187665,15671753,1684,85100,H215L
707057500017188457,15701840,1684,85103,H220L
707057500017187054,15700408,1684,85104,H213L
707057500017187238,15671696,1684,85105,H213L
707057500017188037,15700927,1684,85109,H215L
707057500017187641,15701178,1684,85110,H215L
707057500017188167,15701149,1684,85111,H220L
707057500017187689,15701201,1684,85117,H215L
707057500017188778,15700411,1684,85118,H230L
707057500017188815,15700410,1684,85119,H230L
707057500017187252,15671615,1684,85121,H213L
707057500017188396,15671915,1684,85122,H220L
707057500017187139,15673538,1684,85125,H213L
707057500017186996,15700747,1684,85127,H213L
707057500017188174,15701145,1684,85128,H220L
707057500017186620,15700772,1684,85131,H210L
707057500017187511,15672163,1684,85135,H215L
707057500017186941,15701853,1684,85136,H212L
707057500017186958,15701505,1684,85137,H212L
707057500017187337,15702053,1684,85138,H213L
707057500017187801,15674038,1684,85140,H215L
707057500017188471,15700849,1684,85143,H220L
707057500017187733,15671754,1684,85144,H215L
707057500017187399,15700870,1684,85145,H213L
707057500017188839,15671776,1684,85151,H230L
707057500017187078,15699432,1684,85152,H213L
707057500017188068,17726052,1684,85153,H215L
707057500017188488,15700848,1684,85154,H220L
707057500017187559,15701312,1684,85155,H215L
707057500017187153,15673535,1684,85159,H213L
707057500017186934,15700884,1684,85160,H212L
707057500017186682,15673251,1684,85161,H210L
707057500017187764,15671750,1684,85167,H215L
707057500017187146,15673536,1684,85168,H213L
707057500017187931,15700832,1684,85169,H215L
707057500017188853,15671672,1684,85170,H230L
707057500017187412,15700504,1684,85171,H213L
707057500017187870,15672539,1684,85175,H215L
707057500017187832,15699468,1684,85176,H215L
707057500017188129,15701476,1684,85177,H205L
707057500017188280,15671662,1684,85180,H220L
707057500017187160,15673539,1684,85181,H213L
707057500017188235,15671923,1684,85187,H220L
707057500017187474,15701990,1684,85188,H213L
707057500017187191,15671730,1684,85189,H213L
707057500017188334,15671918,1684,85190,H220L
707057500017188501,15671618,1684,85191,F362L
707057500017188730,15672274,1684,85193,H230L
707057500017187825,15673197,1684,85195,H215L
707057500017188570,16044652,1684,85196,H225L
707057500017188792,15699797,1684,85199,H230L
707057500017187894,15673196,1684,85200,H215L
707057500017189195,15699614,1684,85207,H235L
707057500017187016,15671639,1684,85208,H213L
707057500017188716,15701938,1684,85210,H230L
707057500017187221,15702119,1684,85211,H213L
707057500017187177,15671728,1684,85212,H213L
707057500017188884,15701978,1684,85213,H230L
707057500017187214,15673242,1684,85214,H213L
707057500017186972,15700860,1684,85217,H212L
707057500017187283,15671697,1684,85218,H213L
707057500017189256,15671771,1684,85224,H235L
707057500017187092,15673246,1684,85226,H213L
707057500017188198,15701148,1684,85227,H220L
707057500017188464,15700845,1684,85229,H220L
707057500017187580,15701207,1684,85231,H215L
707057500017187917,15700629,1684,85232,H215L
707057500017187634,15701181,1684,85233,H215L
707057500017186989,15671573,1684,85234,H210L
707057500017187061,15700872,1684,85235,H213L
707057500017188297,15671919,1684,85240,H220L
707057500017189294,15699615,1684,85241,H235L
707057500017187900,16632537,1684,85244,H215L
707057500017188648,15730503,1684,85246,H225L
707057500017189133,15671766,1684,85247,H235L
707057500017187795,15673083,1684,85248,H215L
707057500017188143,15671914,1684,85251,H220L
707057500017188655,15699766,1684,85253,H255L
707057500017187245,15700575,1684,85254,H213L
707057500017187658,15701206,1684,85258,H215L
707057500017189416,15699589,1684,85260,H235L
707057500017187856,15673239,1684,85261,H215L
707057500017187290,15701995,1684,85263,H213L
707057500017187696,15674074,1684,85264,H215L
707057500017188525,15674286,1684,85266,H225L
707057500017188822,16044731,1684,85270,H230L
707057500017187603,16044542,1684,85273,H215L
707057500017188211,15671913,1684,85275,H220L
707057500017187313,15700491,1684,85276,H213L
707057500017189157,15699613,1684,85278,H235L
707057500017188433,15673520,1684,85279,H220L
707057500017188518,15671619,1684,85280,H225L
707057500017187566,18020283,1684,85282,H215L
707057500017187122,15717548,1680,85283,H213L
707057500017187757,15671749,1684,85287,H215L
707057500017189096,15671872,1684,85291,H235L
707057500017188426,15700846,1684,85293,H220L
707057500017187924,15701305,1684,85294,H215L
707057500017188549,15702048,1684,85295,H225L
707057500017188587,15717931,1684,85296,H225L
707057500017188860,15701941,1684,85298,H230L
707057500017188594,15702123,1684,85299,H225L
707057500017188402,15701846,1684,85303,H220L
707057500017187269,15699653,1684,85304,H213L
707057500017189287,15671765,1684,85307,H235L
707057500017189317,15674035,1684,85309,H235L
707057500017187948,15673406,1684,85312,H215L
707057500017189997,15672901,1684,85313,H237L
707057500017188440,15671916,1684,85314,H220L
707057500017187085,15700869,1684,85315,H213L
707057500017187955,15700628,1684,85317,H215L
707057500017188952,15700261,1684,85322,H230L
707057500017188617,15702047,1684,85323,H225L
707057500017190092,15699715,1684,85325,H237L
707057500017190221,15702004,1684,85327,H237L
707057500017188495,15701852,1684,85329,H220L
707057500017188419,15671911,1684,85331,H220L
707057500017189447,15718187,1684,85336,H235L
707057500017189478,15672511,1684,85337,H235L
707057500017189058,15701936,1684,85338,H230L
707057500017190085,15691608,1684,85339,H237L
707057500017187320,15700445,1684,85344,H213L
707057500017190719,15673380,1684,85345,H243L
707057500017190078,15701205,1684,85346,H237L
707057500017189188,15699609,1684,85347,H235L
707057500017190061,15701365,1684,85352,H237L
707057500017189201,15699617,1684,85354,H235L
707057500017190214,16044891,1684,85356,H237L
707057500017189232,15674167,1684,85357,H235L
707057500017190689,15671737,1684,85358,H245L
707057500017190337,15671598,1684,85359,H240L
707057500017189249,15699616,1684,85362,H235L
707057500017190153,15699607,1684,85365,H237L
707057500017188907,15701937,1684,85368,H230L
707057500017190269,15700512,1684,85369,H240L
707057500017190139,15672898,1684,85371,H237L
707057500017190450,15699939,1684,85372,H240L
707057500017189027,15671670,1684,85373,H230L
707057500017190559,15701131,1684,85376,H240L
707057500017189638,15671734,1684,85379,H235L
707057500017190245,15671699,1684,85383,H240L
707057500017189263,16632563,1684,85384,H235L
707057500017190160,15672046,1684,85385,H237L
707057500017187306,15700489,1684,85386,H213L
707057500017190030,15672897,1684,85387,H237L
707057500017189324,15717682,1684,85392,H235L
707057500017189935,15699723,1684,85395,H237L
707057500017190184,15671769,1684,85397,H237L
707057500017189751,15699719,1684,85398,H235L
707057500017190351,15700446,1684,85399,H240L
707057500017188983,15699779,1684,85402,H230L
707057500017189348,15673524,1684,85403,H235L
707057500017190146,16632165,1684,85404,H237L
707057500017189355,15700777,1684,85405,H235L
707057500017189515,16632585,1684,85411,H235L
707057500017189041,15700404,1684,85412,H230L
707057500017189522,15700508,1684,85414,H235L
707057500017190399,15700591,1684,85415,H240L
707057500017190252,15672329,1684,85419,H240L
707057500017189164,15673453,1684,85420,H235L
707057500017189423,15700886,1684,85421,H235L
707057500017190191,15672515,1684,85422,H235L
707057500017189140,15699612,1684,85423,H235L
707057500017190122,15699606,1684,85428,H237L
707057500017188914,15701976,1684,85429,H230L
707057500017189959,15671706,1684,85431,H237L
707057500017189782,15699593,1684,85434,H235L
707057500017188945,15701935,1684,85437,H230L
707057500017189171,15672481,1684,85438,H235L
707057500017190238,15701164,1684,85439,H237L
707057500017188532,15700783,1684,85440,H225L
707057500017190009,15672900,1684,85443,H237L
707057500017190566,15671726,1684,85446,H240L
707057500017189331,16044725,1684,85450,H235L
707057500017189812,15671701,1684,85451,H237L
707057500017189393,15700828,1684,85453,H235L
707057500017188556,15671617,1684,85454,H225L
707057500017189973,15671647,1684,85455,H237L
707057500017190481,15702075,1684,85456,H240L
707057500017189362,15672048,1684,85458,H235L
707057500017190597,15672273,1684,85460,H240L
707057500017189485,15674321,1684,85461,H235L
707057500017190528,15671724,1684,85465,H240L
707057500017189270,15699618,1684,85466,H235L
707057500017190573,15671686,1684,85468,H240L
707057500017189829,15671702,1684,85472,H237L
707057500017188600,15701143,1684,85475,H225L
707057500017188624,15700741,1684,85476,H230L
707057500017189508,15699435,1684,85477,H235L
707057500017189492,15700483,1684,85478,H235L
707057500017190207,15702003,1684,85479,H237L
707057500017189454,15673523,1684,85483,H235L
707057500017190290,15674300,1684,85484,H240L
707057500017190603,15671738,1684,85486,H240L
707057500017189409,15701817,1684,85491,H235L
707057500017189768,15699594,1684,85492,H235L
707057500017190696,16044614,1684,85493,H240L
707057500017190580,15671739,1684,85494,H240L
707057500017189034,15701934,1684,85496,H230L
707057500017189010,15701939,1684,85498,H230L
707057500017189843,15674277,1684,85500,H237L
707057500017190276,15700461,1684,85503,H240L
707057500017189065,15671768,1684,85505,H235L
707057500017190412,15691595,1684,85508,H240L
707057500017190023,15699604,1684,85509,H237L
707057500017190610,15701748,1684,85511,H240L
707057500017189300,15701183,1684,85514,H235L
707057500017190344,15700513,1684,85516,H240L
707057500017190702,15701977,1684,85519,H240L
707057500017189980,15700549,1684,85521,H237L
707057500017190627,16044581,1684,85523,H240L
707057500017190108,15672047,1684,85526,H237L
707057500017189799,15671732,1684,85527,H237L
707057500017188921,15701981,1684,85529,H230L
707057500017189225,15673529,1684,85530,H235L
707057500017190733,15699568,1684,85531,H243L
707057500017190306,18020307,1684,85534,H237L
707057500017190115,15672895,1684,85535,H237L
707057500017188938,15699796,1684,85537,H230L
707057500017189379,15671715,1684,85542,H235L
707057500017189737,15672513,1684,85543,H235L
707057500017190047,15699605,1684,85545,H237L
707057500017190474,15718546,1684,85547,H240L
707057500017190177,15699608,1684,85548,H237L
707057500017189591,15674076,1684,85549,H235L
707057500017190665,15673344,1684,85551,H243L
707057500017189461,15671710,1684,85552,H235L
707057500017189119,15699610,1684,85556,H235L
707057500017190856,15701233,1684,85557,H240L
707057500017190320,15673343,1684,85561,H240L
707057500017191099,16632535,1684,85563,H243L
707057500017189607,15671695,1684,85564,H235L
707057500017190726,15673381,1684,85565,H240L
707057500017190054,15700018,1684,85567,H237L
707057500017189430,16632527,1684,85568,H235L
707057500017190658,15671731,1684,85571,H240L
707057500017189904,15671704,1684,85572,H237L
707057500017190368,15700447,1684,85575,H240L
707057500017191037,15701479,1684,85578,H243L
707057500017190436,15671729,1684,85579,H240L
707057500017189577,15671576,1684,85580,H235L
707057500017189966,15702000,1684,85581,H237L
707057500017189683,15702022,1684,85583,H235L
707057500017189126,15674036,1684,85587,H235L
707057500017189942,15672510,1684,85588,H237L
707057500017190948,15702070,1684,85589,H240L
707057500017189874,15672512,1684,85591,H237L
707057500017190634,15673108,1684,85594,H240L
707057500017189621,15671712,1684,85596,H235L
707057500017190535,15701235,1684,85597,H240L
707057500017190375,15673541,1684,85598,H240L
707057500017189102,15699611,1684,85603,H235L
707057500017189089,15671764,1684,85604,H235L
707057500017191006,15671909,1684,85605,H243L
707057500017190672,15702072,1684,85608,H240L
707057500017189850,15702002,1684,85609,H237L
707057500017190405,15673243,1684,85611,H240L
707057500017189706,15674269,1684,85613,H235L
707057500017189560,15700495,1684,85614,H235L
707057500017189669,15673405,1684,85617,H235L
707057500017188969,15905000,1684,85619,H230L
707057500017190511,15671725,1684,85620,H240L
707057500017189546,15700776,1684,85623,H235L
707057500017191426,15700450,1684,85624,H245L
707057500017190498,15702074,1684,85625,H240L
707057500017189676,15702024,1684,85627,H235L
707057500017189072,15701182,1684,85631,H235L
707057500017189645,15674319,1684,85632,H235L
707057500017190382,15701402,1684,85633,H240L
707057500017190313,15673492,1684,85634,H240L
707057500017190788,16632059,1684,85636,H240L
707057500017190986,15673044,1684,85639,H243L
707057500017189584,15701910,1684,85642,H235L
707057500017192485,15701908,1684,85644,H256L
707057500017192454,15701905,1684,85645,H256L
707057500017191068,15699448,1684,85646,H243L
707057500017189805,15671700,1684,85647,H237L
707057500017189911,15699595,1684,85650,H237L
707057500017192430,15672509,1684,85653,H256L
707057500017189614,15671735,1684,85658,H235L
707057500017190740,15702076,1684,85659,H243L
707057500017192225,15672110,1684,85660,H256L
707057500017189836,15701998,1684,85661,H237L
707057500017189652,15718016,1684,85664,H235L
707057500017191617,15702105,1684,85667,H245L
707057500017191891,15701965,1684,85671,H250L
707057500017190429,15691599,1684,85673,H240L
707057500017191471,15717995,1684,85674,H245L
707057500017191129,16632917,1684,85676,H243L
707057500017190504,15718367,1684,85677,H240L
707057500017191259,15672111,1684,85679,H245L
707057500017190771,15691601,1684,85680,H240L
707057500017190962,15673521,1684,85687,H243L
707057500017190818,15701234,1684,85688,H245L
707057500017189744,15701999,1684,85689,H235L
707057500017192355,15673244,1684,85690,H257L
707057500017190863,15673382,1684,85691,H240L
707057500017191525,15674044,1684,85692,H245L
707057500017191327,16632183,1684,85696,H245L
707057500017191105,15700463,1684,85697,H243L
707057500017190443,15673095,1684,85698,H240L
707057500017191440,15671709,1684,85703,H245L
707057500017192409,15730543,1684,85707,H256L
707057500017191495,15700809,1684,85708,H245L
707057500017189553,15701912,1684,85709,H235L
707057500017191228,15671687,1684,85710,H245L
707057500017191488,15701962,1684,85711,H245L
707057500017189775,15699592,1684,85715,H235L
707057500017192317,15700861,1684,85720,H255L
707057500017191044,15718363,1684,85721,H243L
707057500017191952,15673093,1684,85723,H250L
707057500017191020,15673043,1684,85724,H243L
707057500017190955,15702005,1684,85725,H240L
707057500017191501,18020294,1684,85726,H245L
707057500017191457,15691241,1684,85728,H245L
707057500017192331,15702023,1684,85731,H257L
707057500017189881,15700197,1684,85733,H237L
707057500017192027,15700714,1684,85736,H250L
707057500017191563,15718000,1684,85739,H245L
707057500017191655,15701781,1684,85740,H240L
707057500017191150,15671946,1684,85741,H243L
707057500017191013,15671630,1684,85743,H243L
707057500017191372,15700890,1684,85744,H245L
707057500017191389,15673458,1684,85746,H245L
707057500017192270,15702036,1684,85750,H255L
707057500017192386,15671572,1684,85751,H256L
707057500017190757,15673285,1684,85753,H245L
707057500017189720,15671733,1684,85754,H235L
707057500017192522,15700758,1684,85759,H256L
707057500017189898,15671705,1684,85760,H237L
707057500017190900,15701858,1684,85761,H240L
707057500017191778,16044895,1684,85765,H245L
707057500017191143,15730494,1684,85767,H243L
707057500017191464,15672269,1684,85769,H245L
707057500017189713,16632238,1684,85770,H235L
707057500017189867,15674278,1684,85772,H237L
707057500017192133,16632534,1684,85773,H255L
707057500017190931,15701232,1684,85775,H240L
707057500017192201,15674086,1684,85781,H255L
707057500017191402,15673249,1684,85782,H245L
707057500017190801,15671599,1684,85783,H240L
707057500017191136,15671763,1684,85785,H243L
707057500017189690,15674264,1684,85786,H235L
707057500017192362,15701548,1684,85788,H256L
707057500017191358,15700891,1684,85791,H245L
707057500017190832,15671602,1684,85792,H240L
707057500017191808,15671713,1684,85796,H250L
707057500017191594,15671684,1684,85797,H245L
707057500017192461,15701904,1684,85798,H256L
707057500017190795,15674308,1684,85800,H245L
707057500017192423,15671575,1684,85805,H256L
707057500017191297,15702102,1684,85808,H245L
707057500017190993,15671910,1684,85809,H243L
707057500017192218,15700774,1684,85810,H255L
707057500017191679,15717780,1684,85811,H245L
707057500017191587,15702108,1684,85813,H245L
707057500017191204,16044899,1684,85814,H245L
707057500017191075,15699562,1684,85815,H243L
707057500017192256,15700864,1684,85821,H255L
707057500017191631,15671839,1684,85823,H245L
707057500017189928,15671703,1684,85824,H237L
707057500017191334,15673403,1684,85825,H245L
707057500017192508,16632558,1684,85826,H257L
707057500017190764,15671736,1684,85830,H240L
707057500017191983,15717907,1684,85834,H250L
707057500017191419,18020279,1684,85837,H245L
707057500017191709,15701776,1684,85838,H245L
707057500017191723,17726023,1684,85839,H245L
707057500017191273,15717504,1684,85840,H245L
707057500017190870,15702001,1684,85841,H240L
707057500017191266,15701778,1684,85846,H245L
707057500017191235,15672112,1684,85847,H245L
707057500017191730,15700500,1684,85848,H245L
707057500017191051,15700462,1684,85850,H243L
707057500017192171,16632536,1684,85853,H255L
707057500017193345,15717922,1684,85854,H265L
707057500017191600,15672323,1684,85855,H245L
707057500017191785,15671814,1684,85858,H250L
707057500017191846,15673542,1684,85860,H250L
707057500017191112,15671840,1684,85865,H243L
707057500017191624,15671603,1684,85866,H245L
707057500017192645,16632246,1684,85867,H255L
707057500017191648,15702109,1684,85868,H245L
707057500017190825,15701139,1684,85869,H240L
707057500017192492,18020257,1684,85873,H256L
707057500017192003,15717910,1684,85874,H250L
707057500017191815,15671815,1684,85875,H250L
707057500017192553,15672109,1684,85879,H256L
707057500017191907,15671714,1684,85881,H250L
707057500017192447,15717664,1684,85883,H256L
707057500017192416,15700358,1684,85885,H256L
707057500017191969,15717911,1684,85886,H250L
707057500017191518,15701236,1684,85887,H245L
707057500017192560,15701779,1684,85891,H256L
707057500017193291,15717794,1684,85892,H265L
707057500017192294,15673526,1684,85894,H255L
707057500017192195,15701916,1684,85896,H255L
707057500017192065,15701361,1684,85898,H255L
707057500017191211,15701777,1684,85901,H245L
707057500017192119,15700829,1684,85903,H255L
707057500017193239,16632529,1684,85905,H265L
707057500017192614,15702033,1684,85906,H265L
707057500017192478,15701907,1684,85908,H256L
707057500017192348,15673245,1684,85910,H257L
707057500017192096,15699473,1684,85911,H255L
707057500017193185,15701261,1684,85916,H265L
707057500017191396,15673461,1680,85919,H245L
707057500017191853,15701132,1684,85920,H250L
707057500017192393,15671892,1684,85922,H256L
707057500017191921,15717965,1684,85923,H250L
707057500017191877,15718131,1684,85924,H250L
707057500017192126,15699807,1684,85928,H255L
707057500017194205,15700912,1684,85929,H1056L
707057500017191990,15717969,1684,85931,H250L
707057500017191365,15674045,1684,85933,H245L
707057500017191914,15701964,1684,85934,H250L
707057500017192751,15702032,1684,85939,H260L
707057500017192263,15700865,1684,85941,H255L
707057500017192379,15700421,1684,85945,H256L
707057500017192041,15717909,1684,85946,H250L
707057500017191303,15672108,1684,85948,H245L
707057500017192737,15702031,1684,85949,H260L
707057500017192690,16044883,1684,85955,H260L
707057500017191976,15717960,1684,85956,H250L
707057500017191341,15702034,1684,85959,H245L
707057500017191662,15671685,1684,85960,H245L
707057500017191242,15672113,1684,85961,H245L
707057500017193314,15717920,1684,85966,H265L
707057500017194298,15699749,1684,85969,H306L
707057500017192072,15673467,1684,85970,H255L
707057500017191938,15701960,1684,85971,H250L
707057500017192515,15672508,1684,85973,H256L
707057500017192287,15717964,1684,85977,H255L
707057500017191822,15673462,1684,85979,H250L
707057500017191884,15717525,1684,85982,H250L
707057500017192607,15671925,1684,85983,H265L
707057500017193727,15671648,1684,85985,H270L
707057500017194328,15701296,1684,85986,H306L
707057500017192584,15671669,1684,85991,H260L
707057500017192102,15671827,1684,85993,H255L
707057500017193581,15671620,1684,85997,H270L
707057500017193017,15671905,1684,85999,H265L
707057500017192713,15691738,1684,86002,H260L
707057500017192324,16632240,1684,86003,H257L
707057500017193246,15671757,1684,86004,H265L
707057500017192010,15717966,1684,86006,H250L
707057500017193338,15700615,1684,86009,H265L
707057500017193826,15701360,1684,86012,H270L
707057500017193253,16632530,1684,86015,H265L
707057500017193307,15699546,1684,86016,H265L
707057500017193277,15671762,1684,86020,H265L
707057500017192638,15671743,1684,86022,H260L
707057500017192621,15672861,1684,86023,H265L
707057500017193673,16044601,1684,86025,H245L
707057500017193192,15672431,1684,86028,H265L
707057500017193208,15674032,1684,86030,H265L
707057500017192546,15701434,1684,86032,H256L
707057500017191860,15701959,1684,86033,H250L
707057500017194199,15701238,1684,86034,H1056L
707057500017193611,15673286,1684,86037,H270L
