MeterpointID,MeterNumber,PostalCode,Id,Substation
707057500017172647,18020122,1684,81807,H17L
707057500017256330,15700503,1676,81808,K132L
707057500017389793,18020182,1684,81810,H120L
707057500017176980,18020188,1684,81813,H47L
707057500017260771,18020143,1676,81814,K21L
707057500017389809,18020185,1684,81816,H120L
707057500017177536,18020153,1684,81819,H50L
707057500017367814,15672821,1684,81820,H1043L
707057500017389885,18020145,1680,81822,H505L
707057500017384019,18020151,1680,81825,H545L
707057500017177703,18020152,1684,81826,H50L
707057500017389922,18020144,1684,81828,H85L
707057500017180963,18020199,1684,81830,H77L
707057500017389960,18020142,1684,81832,H55L
707057500017386396,18020148,1684,81834,H29L
707057500017183223,17726024,1684,81836,H88L
707057500017389991,18020135,1684,81838,H85L
707057500017386938,18020147,1684,81840,H335L
707057500017183612,18020184,1684,81842,H90L
707057500017390379,18020159,1692,81845,H740L
707057500017386976,18020357,1676,81846,Floveien
707057500017185142,18294754,1684,81848,H120L
707057500017391338,16632026,1675,81851,K145L
707057500017387256,18020136,1676,81852,K21L
707057500017185203,18294755,1684,81854,H120L
707057500017391376,16632025,1684,81856,H1085L
707057500017387805,18020364,1684,81858,H1049L
707057500017185371,18020163,1684,81861,H125L
707057500017391697,18020198,1684,81862,H367L
707057500017388659,18020361,1684,81864,H1043L
707057500017185883,18020234,1684,81867,H125L
707057500017391734,16632019,1684,81868,H1049L
707057500017388765,18020150,1680,81870,H555L
707057500017192768,15701308,1684,81872,H260L
707057500017391949,18020341,1679,81874,ØstreSkogholmen
707057500017389533,18020127,1684,81876,H30L
707057500017193550,18020129,1684,81879,H270L
707057500017389656,18020201,1680,81882,H475L
707057500017198111,18020128,1684,81886,H325L
707057500016936059,16594730,1653,81887,B141L
707057500017389663,18020371,1676,81888,Floveien
707057500017208865,18020162,1680,81892,H483L
707057500016942814,16594734,1658,81893,B153L
707057500017389779,15730398,1684,81894,H360L
707057500017212572,18020164,1680,81898,H535L
707057500017389786,18020126,1684,81899,H1056L
707057500017174634,15701228,1684,81900,H29L
707057500017203419,15699688,1684,81904,H370L
707057500017216464,15718009,1680,81905,H565L
707057500017180369,15718436,1684,81906,H75L
707057500017209879,18294768,1680,81909,H495L
707057500017230064,18020134,1690,81910,H775-230L
707057500017181922,18020197,1684,81911,H85L
707057500017215306,15691581,1680,81914,H550L
707057500017224629,18020200,1692,81916,H720L
707057500017182950,15700558,1684,81917,H88L
707057500017219373,15671888,1680,81920,H585L
707057500017231573,15673102,1680,81922,H456L
707057500017252035,15699831,1675,81926,K119L
707057500017251588,18020158,1675,81928,K57L
707057500017189386,15700529,1684,81929,H235L
707057500017256989,16632373,1676,81931,K38L
707057500017191280,15674046,1684,81934,H245L
707057500017226975,15699626,1692,81935,H740L
707057500017303454,16044625,1680,81937,H540L
707057500017197251,16044586,1684,81940,H320L
707057500017259997,16632505,1676,81941,K1021L
707057500017306318,15718267,1680,81943,H540L
707057500017195738,15701198,1684,81946,H311L
707057500017260764,18294752,1676,81947,K21L
707057500017317208,15700058,1679,81949,K64L
707057500017179462,16632236,1684,81951,H65L
707057500017264946,16044714,1672,81954,K54L
707057500017323247,16044735,1692,81955,H720L
707057500017192164,16632237,1684,81958,H255L
707057500017327870,16632864,1676,81960,K1005L
707057500017321533,15673096,1684,81961,H6L
707057500017383982,18020321,1680,81965,H545L
707057500017197701,15673434,1684,81966,H322L
707057500017333611,15673037,1684,81967,H6L
707057500017173798,15718402,1684,81970,H22L
707057500017186279,15673486,1684,81972,H205L
707057500017252516,16632727,1675,81973,K85L
707057500017174368,15673304,1684,81975,H29L
707057500017212534,15691634,1680,81977,H535L
707057500017256590,16632630,1676,81979,K132L
707057500017335882,15672756,1684,81983,H1060L
707057500017252493,16044862,1675,81985,K85L
707057500017177642,15674157,1684,81988,H50L
707057500017220942,15701451,1680,81989,H605L
707057500017318021,15699952,1675,81991,K61L
707057500017202283,15673515,1684,81994,H365L
707057500017198470,15672087,1684,81995,H325L
707057500017255722,15700219,1676,81997,K38L
707057500017202290,15672944,1684,82000,H365L
707057500017211674,15700442,1680,82001,H515L
707057500017358225,15718029,1680,82003,H570L
707057500017202306,15673287,1684,82005,H365L
707057500017206274,15717982,1680,82007,H432L
707057500017202313,15699596,1684,82011,H365L
707057500017205574,15673240,1680,82012,H425L
707057500017387560,18020187,1684,82013,H25L
707057500017202320,15672945,1684,82017,H365L
707057500017186521,15672322,1684,82018,H210L
707057500017202207,15673503,1684,82019,H365L
707057500017202214,15673996,1684,82023,H365L
707057500017202368,15701187,1684,82024,H365L
707057500017226944,16044757,1692,82025,H740L
707057500017202221,15699505,1684,82028,H365L
707057500017225275,16632278,1692,82029,H725L
707057500017202375,15701591,1684,82031,H365L
707057500017202238,15672326,1684,82034,H365L
707057500017210660,18294769,1680,82035,H510L
707057500017202382,15671691,1684,82038,H365L
707057500017202245,15672327,1684,82039,H365L
707057500017201415,18294774,1684,82041,H360L
707057500017202399,15701869,1684,82043,H365L
707057500017202252,15699772,1684,82046,H365L
707057500017200227,15672014,1684,82047,H350L
707057500017202405,15701585,1684,82049,H365L
707057500017202269,15673451,1684,82052,H365L
707057500017228245,16044746,1692,82053,H755L
707057500017202412,15700823,1684,82056,H365L
707057500017202276,15718097,1684,82057,H365L
707057500017170827,15672455,1684,82059,H10L
707057500017202191,15699976,1684,82061,H365L
707057500017170896,15673808,1684,82063,H10L
707057500016986832,16594733,1634,82064,B80L
707057500017170940,15673810,1684,82066,H10L
707057500016987259,16594729,1634,82068,B82L
707057500017170971,15673726,1684,82070,H10L
707057500017086364,16594731,1615,82072,F124L
707057500017170865,15718538,1684,82074,H10L
707057500017156821,16594732,1651,82076,F407L
707057500017170902,15718537,1684,82078,H10L
707057500017170841,15672401,1684,82080,H10L
707057500017170834,15717603,1684,82082,H10L
707057500017170810,15672456,1684,82085,H10L
707057500017170803,15730399,1684,82086,H10L
707057500017170872,15691360,1684,82088,H10L
707057500017170698,15673813,1684,82090,H7L
707057500017170858,15701635,1684,82092,H10L
707057500017170759,15674226,1684,82094,H10L
707057500017170643,15700918,1684,82096,H5L
707057500017170889,16632458,1684,82098,H10L
707057500017170919,15691359,1684,82100,H10L
707057500017170933,15718535,1684,82102,H10L
707057500017170704,16044673,1684,82104,H7L
707057500017170988,15717857,1684,82107,H10L
707057500017170964,15673709,1684,82108,H10L
707057500017170766,15674230,1684,82110,H10L
707057500017170650,15718490,1684,82114,H5L
707057500017170728,16632188,1684,82117,H7L
707057500017170957,15672567,1684,82120,H10L
707057500017171213,15673705,1684,82122,H10L
707057500017170711,15730335,1684,82124,H7L
707057500017171817,15701213,1684,82128,H15L
707057500017170773,15674228,1684,82129,H10L
707057500017170780,15717609,1684,82130,H10L
707057500017170667,15718470,1684,82133,H5L
707057500017171350,15718203,1684,82134,H10L
707057500017170674,15673815,1684,82136,H7L
707057500017171336,15674143,1684,82138,H15L
707057500017171268,15701324,1684,82143,H10L
707057500017171251,15700922,1684,82144,H10L
707057500017171237,15701872,1684,82146,H10L
707057500017171152,15717897,1684,82149,H10L
707057500017171343,15718205,1684,82150,H10L
707057500017171657,15717506,1684,82152,H15L
707057500017171787,15717684,1684,82155,H15L
707057500017171404,15674146,1684,82156,H15L
707057500017171701,15699531,1684,82158,H15L
707057500017171725,15700851,1684,82160,H15L
707057500017171015,18020226,1684,82164,H10L
707057500017171688,15701150,1684,82167,H15L
707057500017171220,15674216,1684,82168,H10L
707057500017171824,15717495,1684,82169,H15L
707057500017171039,15717858,1684,82171,H10L
707057500017170735,15691787,1684,82174,H10L
707057500017171763,15701151,1684,82175,H15L
707057500017171855,15904992,1684,82177,H15L
707057500017171367,15674144,1684,82180,H15L
707057500017170681,15673814,1684,82182,H7L
707057500017171381,15673296,1684,82183,H15L
707057500017171275,15700921,1684,82186,H10L
707057500017171107,15717606,1684,82187,H10L
707057500017171084,18020315,1684,82189,H10L
707057500017171411,15691461,1684,82191,H15L
707057500017171480,15672998,1684,82193,H15L
707057500017170742,15674229,1684,82195,H10L
707057500017171169,15717893,1684,82197,H10L
707057500017171206,15672382,1684,82202,H15L
707057500017171145,15672398,1684,82204,H10L
707057500017171794,15673321,1684,82206,H15L
707057500017171558,15673697,1684,82208,H15L
707057500017171244,15674285,1684,82210,H10L
707057500017171282,15699491,1684,82212,H10L
707057500017171732,15699526,1684,82213,H15L
707057500017171664,15717496,1684,82215,H15L
707057500017171695,15699530,1684,82219,H15L
707057500017171046,15718210,1684,82220,H10L
707057500017171718,15904975,1684,82221,H15L
707057500017171428,15691362,1684,82223,H15L
707057500017171862,15701212,1684,82226,H15L
707057500017171770,15730553,1684,82227,H15L
707057500017171756,15701214,1684,82229,H15L
707057500017171398,15671901,1684,82232,H15L
707057500017171831,15702055,1684,82233,H15L
707057500017171497,15691403,1684,82235,H15L
707057500017171114,15673299,1684,82237,H10L
707057500017171022,15674244,1684,82239,H10L
707057500017171176,15717898,1684,82241,H10L
707057500017171435,15691377,1684,82243,H15L
707057500017171374,15673706,1684,82246,H15L
707057500017171008,15718390,1684,82247,H10L
707057500017172494,15673260,1684,82249,H17L
707057500017171091,15717604,1684,82252,H10L
707057500017171565,15691408,1684,82253,H15L
707057500017171985,15701357,1684,82255,H16L
707057500017171947,15701661,1684,82257,H16L
707057500017171749,15700911,1684,82259,H15L
707057500017171923,15718415,1684,82262,H16L
707057500017171893,15718556,1684,82263,H16L
707057500017171060,15718388,1684,82267,H10L
707057500017172043,15701565,1684,82268,H16L
707057500017172616,15691709,1684,82272,H17L
707057500017171596,15717919,1684,82273,H15L
707057500017171800,15691673,1684,82275,H15L
707057500017172678,15701649,1684,82278,H17L
707057500017171640,15700418,1684,82279,H15L
707057500017172074,15701566,1684,82283,H16L
707057500017172555,16632068,1684,82284,H17L
707057500017171626,15700750,1684,82285,H15L
707057500017171534,15691319,1684,82287,H15L
707057500017172012,15701915,1684,82289,H16L
707057500017171466,15672428,1684,82291,H15L
707057500017172524,15673761,1684,82294,H17L
707057500017171121,15691773,1684,82295,H10L
707057500017171183,15674224,1684,82299,H10L
707057500017171619,15701147,1684,82300,H15L
707057500017171503,15673319,1684,82301,H15L
707057500017171954,15699486,1684,82305,H16L
707057500017171442,15672429,1684,82306,H15L
707057500017172500,16632391,1684,82307,H17L
707057500017171909,15672362,1684,82309,H16L
707057500017171077,15674243,1684,82311,H10L
707057500017172050,15701564,1684,82313,H16L
707057500017172586,15730525,1684,82316,H17L
707057500017171916,15701659,1684,82317,H16L
707057500017171992,15701658,1684,82319,H16L
707057500017171978,15718349,1684,82322,H16L
707057500017172289,15718350,1684,82323,H16L
707057500017171930,15718353,1684,82325,H16L
707057500017172036,15718354,1684,82328,H16L
707057500017172531,15673391,1684,82329,H17L
707057500017172562,15672161,1684,82333,H17L
707057500017172395,15674135,1684,82334,H17L
707057500017171190,15674227,1684,82335,H10L
707057500017171602,15700414,1684,82340,H15L
707057500017172029,15699490,1684,82341,H16L
707057500017171572,15718206,1684,82343,H15L
707057500017171473,15700105,1684,82345,H15L
707057500017172487,15673262,1684,82349,H17L
707057500017171138,15717894,1684,82351,H10L
707057500017171541,15674145,1684,82353,H15L
707057500017172456,15672157,1684,82355,H17L
707057500017171527,15691320,1684,82357,H15L
707057500017172067,15701567,1684,82360,H16L
707057500017172593,15691361,1684,82361,H17L
707057500017171459,15672381,1684,82363,H15L
707057500017172517,16632219,1684,82366,H17L
707057500017172548,15672152,1684,82367,H17L
707057500017172401,15699692,1684,82369,H17L
707057500017172005,15699487,1684,82372,H16L
707057500017172432,15672160,1684,82373,H17L
707057500017172296,15672361,1684,82374,H17L
707057500017172326,15673759,1684,82377,H17L
707057500017172173,15701792,1684,82379,H16L
707057500017173965,15673739,1684,82380,H22L
707057500017172142,15718412,1684,82382,H16L
707057500017172463,15672162,1684,82384,H17L
707057500017174085,15691331,1684,82386,H25L
707057500017172234,15700562,1684,82388,H16L
707057500017172210,15701563,1684,82390,H16L
707057500017173408,15700068,1684,82392,H20L
707057500017172197,15701793,1684,82394,H16L
707057500017172609,15672153,1684,82396,H17L
707057500017173385,15691354,1684,82399,H20L
707057500017172098,15701797,1684,82401,H16L
707057500017172425,15672158,1684,82402,H17L
707057500017172272,15718413,1684,82405,H16L
707057500017174054,15730460,1684,82406,H22L
707057500017172128,15701562,1684,82408,H16L
707057500017173958,15701408,1684,82411,H22L
707057500017173934,16632689,1684,82413,H22L
707057500017172227,15718280,1684,82418,H16L
707057500017172449,15717489,1684,82419,H17L
707057500017173477,15718218,1684,82420,H20L
707057500017172203,15701795,1684,82423,H16L
707057500017172470,15700363,1684,82425,H17L
707057500017173378,15718557,1684,82426,H20L
707057500017173927,15700767,1684,82428,H22L
707057500017172258,15701974,1684,82429,H16L
707057500017174092,15691341,1684,82431,H25L
707057500017172180,15701794,1684,82434,H16L
707057500017172104,15701796,1684,82435,H16L
707057500017173996,15672423,1684,82437,H22L
707057500017173354,15718531,1684,82440,H20L
707057500017173972,16632847,1684,82441,H22L
707057500017174023,16044759,1684,82444,H22L
707057500017172418,15700356,1684,82446,H17L
707057500017172159,15701798,1684,82447,H16L
707057500017172135,15718411,1684,82450,H16L
707057500017173132,15673992,1684,82451,H19L
707057500017173361,15691358,1684,82452,H20L
707057500017172319,16044712,1684,82455,H17L
707057500017173316,16632967,1684,82457,H20L
707057500017173439,15718213,1684,82458,H20L
707057500017173323,15718216,1684,82460,H20L
707057500017173484,15717914,1684,82463,H20L
707057500017174016,16632686,1684,82464,H22L
707057500017173309,15673687,1684,82466,H20L
707057500017173347,15691384,1684,82469,H20L
707057500017173194,15700887,1684,82470,H19L
707057500017172265,15718276,1684,82472,H16L
707057500017173989,15691759,1684,82474,H22L
707057500017173941,15701410,1684,82477,H22L
707057500017173453,15691383,1684,82478,H20L
707057500017173422,15673693,1684,82481,H20L
707057500017174061,15691339,1684,82483,H25L
707057500017173392,15674222,1684,82484,H20L
707057500017172166,15701799,1684,82486,H16L
707057500017173415,15691795,1684,82488,H20L
707057500017173750,15718007,1684,82491,H22L
707057500017174108,15691338,1684,82492,H25L
707057500017173149,15674025,1684,82494,H19L
707057500017173255,16044828,1684,82497,H20L
707057500017173200,15701208,1684,82498,H19L
707057500017172333,15673778,1684,82500,H17L
707057500017174115,15718141,1684,82503,H25L
707057500017172623,15673323,1684,82504,H17L
707057500017173224,15701854,1684,82507,H19L
707057500017173491,15691569,1684,82509,H20L
707057500017174009,15730258,1684,82510,H22L
707057500017173170,15701896,1684,82513,H19L
707057500017173330,15730480,1684,82514,H20L
707057500017173156,15700802,1684,82516,H19L
707057500017172890,15674188,1684,82518,H18L
707057500017173248,15674220,1684,82520,H25L
707057500017173101,15701851,1684,82523,H19L
707057500017173767,15672426,1684,82524,H22L
707057500017172746,15691375,1684,82526,H18L
707057500017172654,16632116,1684,82528,H17L
707057500017172340,15717535,1684,82530,H17L
707057500017173569,15701215,1684,82532,H20L
707057500017172364,15674177,1684,82534,H17L
707057500017173743,15718499,1684,82537,H22L
707057500017174030,15718503,1684,82539,H22L
707057500017173736,16632252,1684,82540,H22L
707057500017172241,15701980,1684,82542,H16L
707057500017173231,15691388,1684,82545,H20L
707057500017173781,15730444,1684,82546,H22L
707057500017174078,15730461,1684,82548,H25L
707057500017172685,16044678,1684,82549,H17L
707057500017173538,15691355,1684,82551,H20L
707057500017173217,15718005,1684,82553,H19L
707057500017172722,15699998,1684,82556,H17L
707057500017172388,15717536,1684,82557,H17L
707057500017173729,15701409,1684,82559,H22L
707057500017172999,15691404,1684,82563,H18L
707057500017172630,15717916,1684,82564,H17L
707057500017172944,15730368,1684,82565,H18L
707057500017172906,15691770,1684,82567,H18L
707057500017173460,18020262,1684,82569,H20L
707057500017173118,15701850,1684,82573,H19L
707057500017173163,15701188,1684,82576,H19L
707057500017173606,15701184,1684,82577,H20L
707057500017172920,15691407,1684,82581,H18L
707057500017173774,15718031,1684,82584,H22L
707057500017174047,15691644,1684,82585,H25L
707057500017172937,15730439,1684,82587,H18L
707057500017173446,15717913,1684,82590,H20L
707057500017172708,15717918,1684,82591,H17L
707057500017173279,15673689,1684,82593,H20L
707057500017172661,15673261,1684,82596,H17L
707057500017173576,15701211,1684,82597,H20L
707057500017173026,15672799,1684,82600,H1043L
707057500017173712,15691365,1684,82602,H22L
707057500017173262,15717881,1684,82603,H20L
707057500017173040,15691321,1684,82607,H1043L
707057500017173675,15730528,1684,82608,H22L
707057500017172371,15673762,1684,82609,H17L
707057500017172692,15717917,1684,82613,H17L
707057500017173521,15691357,1684,82614,H20L
707057500017172975,15730370,1684,82617,H18L
707057500017173620,15730443,1684,82618,H22L
707057500017173187,15700825,1684,82619,H19L
707057500017173699,15718500,1684,82621,H22L
707057500017173514,15691370,1684,82624,H20L
707057500017172951,15691547,1684,82625,H18L
707057500017172968,15674217,1684,82627,H1043L
707057500017172715,16632072,1684,82631,H17L
707057500017173033,15691546,1684,82632,H1043L
707057500017173545,15699770,1684,82633,H25L
707057500017173507,16632685,1684,82636,H20L
707057500017173002,16632429,1684,82637,H1043L
707057500017173835,15718032,1684,82639,H22L
707057500017173910,15673746,1684,82642,H22L
707057500017172883,15730442,1684,82643,H18L
707057500017172777,15691376,1684,82645,H18L
707057500017174214,15718348,1684,82648,H25L
707057500017173903,15718517,1684,82649,H22L
707057500017172739,15718281,1684,82651,H17L
707057500017173095,15700010,1684,82653,H19L
707057500017173842,15730441,1684,82654,H22L
707057500017173637,15730440,1684,82656,H22L
707057500017174146,15701650,1684,82659,H25L
707057500017174191,15718352,1684,82660,H25L
707057500017173804,15730259,1684,82664,H22L
707057500017173644,15730445,1684,82665,H22L
707057500017174269,15673306,1684,82666,H29L
707057500017174320,15672364,1684,82669,H29L
707057500017173828,15691761,1684,82670,H22L
707057500017172814,15718555,1684,82671,H18L
707057500017173071,16632538,1684,82675,H19L
707057500017174122,16632272,1684,82676,H25L
707057500017172753,15691371,1684,82677,H18L
707057500017172838,15672402,1684,82681,H18L
707057500017172845,15691372,1684,82682,H18L
707057500017173682,15691364,1684,82683,H22L
707057500017173866,15699973,1684,82685,H22L
707057500017172821,15717747,1684,82688,H18L
707057500017173088,15674028,1684,82689,H19L
707057500017174375,15672461,1684,82691,H29L
707057500017172852,15691776,1684,82694,H18L
707057500017173583,15702061,1684,82695,H20L
707057500017174221,15701651,1684,82697,H25L
707057500017173293,15673692,1684,82700,H20L
707057500017172982,15691405,1684,82701,H18L
707057500017173019,15730429,1684,82703,H1043L
707057500017173651,18020316,1684,82705,H22L
707057500017173873,15674164,1684,82706,H22L
707057500017174160,15672359,1684,82708,H25L
707057500017172760,16044721,1684,82709,H18L
707057500017173057,15717510,1684,82712,H18L
707057500017174276,15718528,1684,82714,H29L
707057500017174252,15691580,1684,82715,H29L
707057500017173897,15718380,1684,82719,H22L
707057500017174177,15718351,1684,82720,H25L
707057500017174139,15672358,1684,82721,H25L
707057500017174313,15700730,1684,82723,H29L
707057500017173705,16632687,1684,82725,H22L
707057500017174283,15717721,1684,82726,H29L
707057500017172807,15691549,1684,82728,H18L
707057500017173811,15730407,1684,82731,H22L
707057500017174498,15702025,1684,82732,H29L
707057500017174436,15730485,1684,82734,H29L
707057500017173880,16632690,1684,82736,H22L
707057500017174443,15717908,1684,82738,H29L
707057500017174382,16044948,1684,82740,H29L
707057500017172784,15672360,1684,82742,H18L
707057500017174337,15672366,1684,82745,H29L
707057500017173668,15717610,1684,82746,H22L
707057500017174351,16632684,1684,82748,H29L
707057500017174771,15700815,1684,82750,H29L
707057500017174856,15718361,1684,82753,H30L
707057500017174238,15718142,1684,82754,H25L
707057500017174832,15673270,1684,82756,H30L
707057500017174467,16632258,1684,82758,H29L
707057500017174481,15700725,1684,82760,H29L
707057500017174399,16044633,1684,82762,H29L
707057500017174405,15717680,1684,82764,H29L
707057500017174962,17726015,1684,82766,H30L
707057500017174894,15674279,1684,82768,H30L
707057500017174795,15905007,1684,82769,H29L
707057500017174429,16632502,1684,82772,H29L
707057500017174245,15718139,1684,82774,H25L
707057500017174573,15700724,1684,82775,H29L
707057500017174764,15701346,1684,82777,H29L
707057500017174603,15701348,1684,82778,H29L
707057500017174566,15700785,1684,82780,H29L
707057500017174627,15700726,1684,82783,H29L
707057500017174528,15700778,1684,82784,H29L
707057500017174696,15700727,1684,82787,H29L
707057500017174290,15717972,1684,82789,H29L
707057500017174658,15701583,1684,82790,H29L
707057500017174887,16044729,1684,82792,H30L
707057500017174863,15700797,1684,82795,H30L
707057500017174504,15701350,1684,82796,H29L
707057500017174580,15700731,1684,82798,H29L
707057500017174450,15691420,1684,82801,H29L
707057500017174542,15673237,1684,82802,H29L
707057500017174559,16632242,1684,82804,H29L
707057500017174801,15701345,1684,82806,H29L
707057500017174344,15672460,1684,82809,H29L
707057500017174825,15700917,1684,82810,H30L
707057500017174474,15691318,1684,82812,H29L
707057500017174740,16632959,1684,82815,H29L
707057500017174849,15674280,1684,82816,H30L
707057500017174412,16044685,1684,82818,H29L
707057500017175266,15699768,1684,82820,H35L
707057500017174955,15701833,1684,82824,H30L
707057500017174788,15700827,1684,82825,H29L
707057500017175327,15671608,1684,82826,H35L
707057500017174535,15700818,1684,82829,H29L
707057500017174948,15718362,1684,82831,H30L
707057500017175402,15672876,1684,82832,H37L
707057500017174610,15673238,1684,82835,H29L
707057500017174597,15672367,1684,82836,H29L
707057500017174702,15718359,1684,82838,H29L
707057500017174672,15701268,1684,82840,H29L
707057500017174511,15700739,1684,82842,H29L
707057500017175006,15701835,1684,82844,H38L
707057500017174870,15701832,1684,82846,H30L
707057500017174917,15717524,1684,82848,H30L
707057500017175228,15700007,1684,82851,H35L
707057500017174733,15701349,1684,82852,H29L
707057500017175273,15717959,1684,82854,H35L
707057500017174818,15701227,1684,82857,H29L
707057500017174931,16044727,1684,82858,H30L
707057500017175334,15702118,1684,82860,H35L
707057500017175426,15717867,1684,82863,H37L
707057500017175068,15674043,1684,82864,H35L
707057500017175396,15691431,1684,82866,H37L
707057500017175440,15730513,1684,82869,H37L
707057500017175136,15702049,1684,82870,H35L
707057500017175198,15718014,1684,82871,H35L
707057500017175105,15702050,1684,82873,H35L
707057500017174641,18020140,1684,82875,H29L
707057500017175075,15700400,1684,82878,H35L
707057500017175242,15699808,1684,82879,H35L
707057500017175174,15702125,1684,82881,H35L
707057500017175556,15691428,1684,82884,H37L
707057500017174719,15701264,1684,82885,H29L
707057500017175389,15730527,1684,82887,H37L
707057500017174757,15700729,1684,82892,H29L
707057500017175525,15691426,1684,82893,H37L
707057500017175044,18020229,1684,82895,H35L
707057500017175013,15701836,1684,82898,H38L
707057500017175211,15700401,1684,82899,H35L
707057500017175372,15730486,1684,82901,H35L
707057500017175051,15671638,1684,82906,H35L
707057500017175303,15700528,1684,82907,H35L
707057500017175563,15700830,1684,82911,H37L
707057500017175143,15700514,1684,82912,H35L
707057500017174986,15701834,1684,82913,H30L
707057500017175624,15717823,1684,82917,H38L
707057500017175594,17726038,1684,82918,H37L
707057500017175280,15699771,1684,82919,H35L
707057500017175471,15717987,1684,82923,H37L
707057500017175884,15699445,1684,82924,H38L
707057500017175341,15699590,1684,82925,H35L
707057500017175518,15674249,1684,82929,H37L
707057500017175419,15691427,1684,82930,H37L
707057500017175648,15701801,1684,82931,H38L
707057500017175181,15699493,1684,82934,H35L
707057500017175464,15730517,1684,82936,H37L
707057500017175952,15730426,1684,82937,H38L
707057500017175112,15671596,1684,82940,H35L
707057500017175457,16632171,1684,82942,H37L
707057500017175099,15702052,1684,82943,H35L
707057500017175037,15717810,1684,82945,H35L
707057500017175532,15691429,1684,82948,H37L
707057500017175235,15699809,1684,82949,H35L
707057500017175433,15717991,1684,82951,H37L
707057500017176010,16632855,1684,82953,H40L
707057500017175631,15700920,1684,82957,H38L
707057500017174726,15718049,1684,82958,H29L
707057500017175488,15730512,1684,82959,H37L
707057500017175587,15700867,1684,82962,H37L
707057500017175662,15699722,1684,82963,H38L
707057500017175020,15691276,1684,82964,H30L
707057500017175129,15702120,1684,82967,H35L
707057500017175723,15701265,1684,82968,H38L
707057500017175365,15717819,1684,82970,H35L
707057500017175310,15699492,1684,82973,H35L
707057500017175600,15700866,1684,82974,H37L
707057500017175297,15702078,1684,82976,H35L
707057500017176027,15691804,1684,82979,H56L
707057500017175891,15701270,1684,82980,H38L
707057500017175501,15674248,1684,82982,H37L
707057500017175969,15701800,1684,82984,H38L
707057500017175853,15699446,1684,82986,H38L
707057500017176591,15673722,1684,82988,H45L
707057500017175846,15699447,1684,82990,H38L
707057500017176485,15701287,1684,82994,H45L
707057500017175730,15701266,1684,82996,H38L
707057500017175785,15717820,1684,82998,H38L
707057500017175679,15701802,1684,83001,H38L
707057500017175693,15701803,1684,83002,H38L
707057500017175716,15701267,1684,83004,H38L
707057500017175617,15700545,1684,83006,H37L
707057500017176041,15691802,1684,83008,H56L
707057500017176522,16044870,1684,83012,H45L
707057500017175655,15730304,1684,83015,H38L
707057500017175754,15699721,1684,83016,H38L
707057500017175792,15699444,1684,83018,H38L
707057500017176614,15730394,1684,83021,H45L
707057500017175815,15699451,1684,83023,H38L
707057500017175860,15717824,1684,83024,H38L
707057500017176546,15718192,1684,83028,H45L
707057500017175907,15699474,1684,83029,H38L
707057500017175839,15701805,1684,83030,H38L
707057500017175921,15717615,1684,83032,H38L
707057500017175976,15691805,1684,83034,H40L
707057500017176089,15701128,1684,83038,H56L
707057500017176645,15700353,1684,83039,H45L
707057500017176034,15691809,1684,83040,H56L
707057500017176669,15730515,1684,83044,H45L
707057500017175990,15701257,1684,83045,H40L
707057500017176478,15674148,1684,83046,H45L
707057500017176560,15730395,1684,83048,H45L
707057500017176492,15700357,1684,83051,H45L
707057500017176584,15730391,1684,83052,H45L
707057500017176119,15673004,1684,83054,H56L
707057500017176058,15691803,1684,83057,H40L
707057500017175686,15701806,1684,83058,H38L
707057500017176362,15691393,1684,83060,H55L
707057500017175747,15701271,1684,83064,H38L
707057500017176515,15717853,1684,83066,H45L
707057500017175761,15699718,1684,83068,H38L
707057500017175808,15700736,1684,83070,H38L
707057500017176393,16632854,1684,83072,H40L
707057500017175709,15701807,1684,83074,H38L
707057500017176539,15730390,1684,83076,H45L
707057500017176621,15717484,1684,83078,H45L
707057500017175822,15700412,1684,83080,H38L
707057500017175914,15701804,1684,83083,H38L
707057500017176430,15674149,1684,83085,H45L
707057500017175938,15700782,1684,83086,H38L
707057500017176140,16632385,1684,83089,H40L
707057500017175877,15730306,1684,83090,H38L
707057500017176553,15730393,1684,83092,H45L
707057500017176065,15691808,1684,83095,H56L
707057500017175983,15691774,1684,83096,H40L
707057500017176652,15672121,1684,83098,H45L
707057500017176577,15730381,1684,83100,H45L
707057500017176201,15691790,1684,83103,H56L
707057500017176003,16632856,1684,83104,H40L
707057500017176270,15691422,1684,83106,H40L
707057500017176331,15673006,1684,83109,H40L
707057500017175778,16044701,1684,83110,H38L
707057500017176171,15691788,1684,83114,H56L
707057500017176232,15691772,1684,83115,H56L
707057500017178854,16632945,1684,83116,H60L
707057500017176300,16632117,1684,83119,H40L
707057500017176072,15673000,1684,83120,H56L
707057500017176447,15674150,1684,83122,H45L
707057500017176461,16632683,1684,83125,H45L
707057500017176096,15673005,1684,83126,H56L
707057500017176157,15717551,1684,83128,H50L
707057500017177338,15717864,1684,83131,H47L
707057500017177314,15673082,1684,83132,H47L
707057500017177321,15717863,1684,83134,H47L
707057500017176256,15730400,1684,83137,H40L
707057500017176638,15672971,1684,83138,H45L
707057500017176294,15691425,1684,83140,H40L
707057500017177666,15674202,1684,83143,H50L
707057500017176287,15673003,1684,83144,H40L
707057500017177604,15691606,1684,83146,H40L
707057500017176409,15701133,1684,83149,H50L
707057500017177628,15674206,1684,83151,H50L
707057500017176386,15691385,1684,83152,H56L
707057500017176379,15730402,1684,83155,H56L
