Num,Prod,SubstationId,SubstationName,MetarName,MaxLoad
1,rik32119502,45382,F050,Fjeld,100
1,rik32119502,45383,F051,N?stret,200
1,rik32119502,45384,F052,Eithun,100
1,rik32119502,45385,F053,?deg?rden,200
1,rik32119502,45386,F054,Stubberud,200
1,rik32119502,45387,F055,Gomnes 2,315
1,rik32119502,45388,F056,Vestre Ruud,100
1,rik32119502,45389,F057,Loe,200
1,rik32119502,45390,F058,Hunstad,200
1,rik32119502,45391,F059,Svarstad,200
1,rik32119502,45392,F060,Pj?ka,200
1,rik32119502,45393,F061,Sandhaugen,100
1,rik32119502,45394,F062,B?nsnes,100
1,rik32119502,45395,F064,Lehne,200
1,rik32119502,45396,F065,Ruuds?sen,200
1,rik32119502,45397,F066,Vestbr?ten,100
1,rik32119502,45398,F067,Fjeld pumpeanlegg,200
1,rik32119502,45399,F068,Thaulow,100
1,rik32119502,45400,F069,Tyrifjord videreg skole,200
1,rik32119502,45401,F070,Hodt,100
1,rik32119502,45402,F072,Brygga,50
1,rik32119502,45403,F073,Hole vannverk,500
1,rik32119502,45404,F075,Tyrifjordheimen,500
1,rik32119502,45405,F076,Leine 2,100
1,rik32119502,45406,F077,Tyrifjord Videreg?ende Skole,630
1,rik32119502,45407,F080,ELST?EN 2,630
1,rik32119502,45408,F081,Leinestranda,100
1,rik32119502,45409,F083,Elst?en Gartneri 3,800
1,rik32119502,45410,F084,Ringeriksbadet,800
1,rik32119502,45411,F086,Helgelandsmoen koblingsanlegg,500
1,rik32119502,45412,F087,Elstøen koblingsanlegg,0
1,rik32119502,45413,F088,Soria Moria,500
1,rik32119502,45414,G002,Ultvedt spolekiosk,0
1,rik32119502,45415,G003,Myhre,100
1,rik32119502,45416,G004,?serud,100
1,rik32119502,45417,G005,Hurum 2,50
1,rik32119502,45418,G006,Hurum,100
1,rik32119502,45419,G007,Vollgata,100
1,rik32119502,45420,G008,Hurum vanning,50
1,rik32119502,45421,G009,Lore,100
1,rik32119502,45422,G010,Lore?sen 2,100
1,rik32119502,45423,G011,Nibbiklo,200
1,rik32119502,45424,G012,Her?ya,100
1,rik32119502,45425,G013,Lore?sen 1,100
1,rik32119502,45426,G014,Lore?sen 3,100
1,rik32119502,45427,G015,Ner-Stein,150
1,rik32119502,45428,G016,Stein-S?rum,500
1,rik32119502,45429,G017,Nordre Lore?sen,100
1,rik32119502,45430,G018,Stein,100
1,rik32119502,45431,G019,Stein pumpestasjon,200
1,rik32119502,45432,G021,Korneliussen,200
1,rik32119502,45433,G022,Fjordveien,315
1,rik32119502,45434,G023,Steins?sen Park,315
1,rik32119502,45435,G024,Steinsbakken,200
1,rik32119502,45436,G025,Rudstunet,500
1,rik32119502,45437,G026,Sigurd Syrsvei,500
1,rik32119502,45438,G027,H?yenhall,500
1,rik32119502,45439,G028,Solbergsvei,300
1,rik32119502,45440,G029,Birchs vei,500
1,rik32119502,45441,G030,Trageton,500
1,rik32119502,45442,G031,Viksh?gda,200
1,rik32119502,45443,G032,Hole Ungdomsskole,300
1,rik32119502,45444,G033,Koksrud,315
1,rik32119502,45445,G034,Steins?sen Vestre,300
1,rik32119502,45446,G035,Nedre Steins?sen,500
1,rik32119502,45447,G036,Jomfruland,100
1,rik32119502,45448,G037,Strandveien,800
1,rik32119502,45449,G039,Haugen,100
1,rik32119502,45450,G042,Selte,100
1,rik32119502,45451,G045,Viksenga boligfelt,0
1,rik32119502,45452,G048,Bihli,200
1,rik32119502,45453,G051,L?kenmoen,200
1,rik32119502,45454,G052,Rolighet,50
1,rik32119502,45455,G053,Kjellerberget,315
1,rik32119502,45456,G054,Kjellerbergenga,100
1,rik32119502,45457,G055,Kjellebergsvingen,50
1,rik32119502,45458,G057,Borgen,100
1,rik32119502,45459,G060,Lille Rytterager,100
1,rik32119502,45460,G063,Rytterager,100
1,rik32119502,45461,G065,Herredshuset,315
1,rik32119502,45462,G066,Viksveien,500
1,rik32119502,45463,G067,Veiserviceanlegget,300
1,rik32119502,45464,G068,Vik Camping,500
1,rik32119502,45465,G069,Vik Torg,1000
1,rik32119502,45466,G070,Vik Skole,500
1,rik32119502,45467,G071,Vik sentret,500
1,rik32119502,45468,G072,Solbakken,315
1,rik32119502,45469,G073,L?kenhaugen,315
1,rik32119502,45470,G075,Gjesvoldbakken,100
1,rik32119502,45471,G078,Fekj?r,100
1,rik32119502,45472,G081,Langerudbukt,100
1,rik32119502,45473,G084,Strand,200
1,rik32119502,45474,G087,Ruuds?deg?rd,100
1,rik32119502,45475,G088,Paddevika,100
1,rik32119502,45476,G090,?verjordet,500
1,rik32119502,45477,G091,Kroksund,500
1,rik32119502,45478,G092,Kroksund 2,200
1,rik32119502,45479,G093,Tangen,100
1,rik32119502,45480,G094,Ruds?deg?rden,630
1,rik32119502,45481,G095,Trekanten,1250
1,rik32119502,45482,G096,Rudvang koblingsanlegg,0
1,rik32119502,45483,H001,Sund?ya,200
1,rik32119502,45484,H002,M?lleberget,100
1,rik32119502,45485,H003,M?lleberget,200
1,rik32119502,45486,H004,Sundvollen hotell,1000
1,rik32119502,45487,H005,SUNDVOLDEN PUMPESTASJON,50
1,rik32119502,45488,H006,Tr?gsle,200
1,rik32119502,45489,H007,SUNDVOLDEN GARTNERI,200
1,rik32119502,45490,H008,Sundvollen Sentrum,315
1,rik32119502,45491,H009,Baskerud,500
1,rik32119502,45492,H010,Nedre Gr?ndokka,200
1,rik32119502,45493,H011,Sundvollen N?ringspark,315
1,rik32119502,45494,H012,Mimrebo,100
1,rik32119502,45495,H013,Sundvollen Oppvekstsenter,500
1,rik32119502,45496,H014,Sundvollen koblingspunkt -skap,0
1,rik32119502,45497,H015,Lohrevika,100
1,rik32119502,45498,H016,Korneliusbr?ten,100
1,rik32119502,45499,H017,Sundvollen koblingsanlegg- kiosk,0
1,rik32119502,45500,H018,Sivilforsvaret 1,100
1,rik32119502,45501,H019,Sivilforsvaret 2,500
1,rik32119502,45502,H020,Sivilforsvaret 3,500
1,rik32119502,45503,H021,Steinsetera 1,50
1,rik32119502,45504,H022,Dronningveien,315
1,rik32119502,45505,H023,Gr?ndokkaveien,315
1,rik32119502,45506,H025,Gr?ndokka 1,500
1,rik32119502,45507,H026,Gr?ndokka 2,315
1,rik32119502,45508,H027,Kleivstua,300
1,rik32119502,45509,H028,Elstangen Boligfelt,NULL
1,rik32119502,45510,H029,R?rvik,100
1,rik32119502,45511,H030,Blom,100
1,rik32119502,45512,H031,Tyriheimen,100
1,rik32119502,45513,H032,Stor?ya Golfbane,200
1,rik32119502,45514,H034,Stor?ya 1,100
1,rik32119502,45515,H035,Stor?ya 2,100
1,rik32119502,45516,H036,Stor?ya 3,50
1,rik32119502,45517,H037,R?rvikberget,0
1,rik32119502,45518,H038,Golfklubben Vanning,100
1,rik32119502,45519,H039,Haglund,200
1,rik32119502,45520,H040,Elstangen 2,200
1,rik32119502,45521,H041,Tyrifjord camping,100
1,rik32119502,45522,H042,?verby,100
1,rik32119502,45523,H043,Klokkerlia,800
1,rik32119502,45524,H044,Sundvollen,800
1,rik32119502,45525,H045,Gjota,100
1,rik32119502,45526,H046,Tyrifjord Panorama,500
1,rik32119502,45527,H048,Johbr?ten,300
1,rik32119502,45528,H049,Utvika,100
1,rik32119502,45529,H051,Lia,200
1,rik32119502,45530,H052,E16 Solih?gda 3,50
1,rik32119502,45531,H054,Portebakken,100
1,rik32119502,45532,H055,E16 Sollih?gda 2,50
1,rik32119502,45533,H056,E16 Solih?gda 1,50
1,rik32119502,45534,H057,Berget,100
1,rik32119502,45535,H058,Sollih?gda 4,50
1,rik32119502,45536,H060,Kl?vika,100
1,rik32119502,45537,H063,Skovli,100
1,rik32119502,45538,H066,Lih?gda,200
1,rik32119502,45539,H067,Nes Camping 2,50
1,rik32119502,45540,H068,Nes Camping 1,100
1,rik32119502,45541,H069,Nes,200
1,rik32119502,45542,H070,S?nsterud tunnel 1,630
1,rik32119502,45543,H071,S?nsterud tunnel 2,500
1,rik32119502,45544,H072,S?nsterud,100
1,rik32119502,45545,H074,Nordlands?sen,100
1,rik32119502,45546,H075,Homledal,100
1,rik32119502,45547,H076,Nordlandsdalen,100
1,rik32119502,45548,H078,Fjulsrud,50
1,rik32119502,45549,H080,Bentseg?rd,100
1,rik32119502,45550,H081,Asleg?rd,50
1,rik32119502,45551,H082,Ungdomsherberget,100
1,rik32119502,45552,H083,B?rumshytta,200
1,rik32119502,45553,H084,Sollih?gda 1,500
1,rik32119502,45554,H086,Sollih?gda boligfelt,300
1,rik32119502,45555,H087,Norport,300
1,rik32119502,45556,H090,Toresplassen,100
1,rik32119502,45557,H092,Sundvolden koblingsanlegg- mastearr.,0
1,rik32119502,45558,H093,Sivilforsvaret koblingsanlegg,0
1,rik32119502,45559,H094,Homledal koblingsanlegg,0
1,rik32119502,45560,H095,Aslegård koblingsanlegg,0
1,rik32119502,45561,H096,Sollihøgda koblingsanlegg,0
1,rik32119502,45562,H097,Sivilforsvaret Åsa koblingsanlegg,0
1,rik32119502,45563,Hovedkontor,,0
1,rik32119502,45564,J001,Dals`s Gartneri,315
1,rik32119502,45565,J002,Lisletta,50
1,rik32119502,45566,J003,Gullerud 1,200
1,rik32119502,45567,J004,Gullerud 2,100
1,rik32119502,45568,J005,Gullerud 3,100
1,rik32119502,45569,J006,Linnerud,100
1,rik32119502,45570,J009,Hesselberg 1,100
1,rik32119502,45571,J010,Hesselberg 2,100
1,rik32119502,45572,J012,Vaker,200
1,rik32119502,45573,J014,Burud,50
1,rik32119502,45574,J017,S?nderengen,100
1,rik32119502,45575,J018,Tr?gstad,100
1,rik32119502,45576,J019,Tandberg,100
1,rik32119502,45577,J020,Tr?gstad sandtak,100
1,rik32119502,45578,J021,Hverven,50
1,rik32119502,45579,J022,Hverven vanning,100
1,rik32119502,45580,J023,Tandbergmoen pumpestasjon,100
1,rik32119502,45581,J024,Norderhov kirke.,315
1,rik32119502,45582,J025,Tr?gstad 2,150
1,rik32119502,45583,J027,Ring?sen 1,500
1,rik32119502,45584,J028,Ring?sen 2,500
1,rik32119502,45585,J029,Botilrud,200
1,rik32119502,45586,J030,Gihle,100
1,rik32119502,45587,J031,Gusg?rden,100
1,rik32119502,45588,J032,Dalby,200
1,rik32119502,45589,J033,Frog,100
1,rik32119502,45590,J035,Juveren,200
1,rik32119502,45591,J036,Raa,50
1,rik32119502,45592,J037,Sands?tra,100
1,rik32119502,45593,J038,Laenga,100
1,rik32119502,45594,J040,Solstad,100
1,rik32119502,45595,J042,Fredenshavn,100
1,rik32119502,45596,J043,Frogsmoen,100
1,rik32119502,45597,J044,H?kenstadbekken,200
1,rik32119502,45598,J045,H?kenstad,100
1,rik32119502,45599,J046,Salmakerplassen,100
1,rik32119502,45600,J047,Snadden s?ndre,0
1,rik32119502,45601,J048,Granli,75
1,rik32119502,45602,J051,Ultvedt,100
1,rik32119502,45603,J053,Hageenga,50
1,rik32119502,45604,J054,Nordby,100
1,rik32119502,45605,J057,Brastad,100
1,rik32119502,45606,J058,Skj?rvold,200
1,rik32119502,45607,J059,Rakstad,100
1,rik32119502,45608,J060,?stby,315
1,rik32119502,45609,J063,Sandvika,200
1,rik32119502,45610,J064,Bj?rnstad,100
1,rik32119502,45611,J065,Veg?rd skole 2,200
1,rik32119502,45612,J066,Veg?rd skole,100
1,rik32119502,45613,J069,Bergl?kka,200
1,rik32119502,45614,J070,Johnsrud,100
1,rik32119502,45615,J072,Aasa,200
1,rik32119502,45616,J074,Pj?ka,50
1,rik32119502,45617,J075,Brentl?r 1,100
1,rik32119502,45618,J078,Svarverud,100
1,rik32119502,45619,J081,Fuglesang,100
1,rik32119502,45620,J082,Gunnerenga,200
1,rik32119502,45621,J083,Gunnerenga koblingsanlegg,0
1,rik32119502,45622,J084,Elvika 1,50
1,rik32119502,45623,J087,Elviktangen,50
1,rik32119502,45624,J090,Elvika 2,100
1,rik32119502,45625,J091,Nordenga,100
1,rik32119502,45626,J092,Gyrihaugen,50
1,rik32119502,45627,J093,Steinsetra 2,50
1,rik32119502,45628,J094,Lommeg?rdseter,50
1,rik32119502,45629,J096,L?vlia,100
1,rik32119502,45630,J097,Nibbitjern,50
1,rik32119502,45631,J098,Heggelia,100
1,rik32119502,45632,J101,Gagnum koblingsanlegg,0
1,rik32119502,45633,J102,Lahaugen koblingsanlegg,0
1,rik32119502,45634,J103,Kalkverket koblingsanlegg,0
1,rik32119502,45635,J104,Øvre Ultvedt koblingsanlegg,0
1,rik32119502,45636,J105,Nordby koblingsanlegg,0
1,rik32119502,45637,J106,Aasa Kraftstasjon koblingsanlegg Nord,0
1,rik32119502,45638,J107,Åsa kraftstasjon koblingsanlegg Syd,0
1,rik32119502,45639,K002,St?avangen,200
1,rik32119502,45640,K003,Hjertelia,200
1,rik32119502,45641,K004,?ygardshaugen,200
1,rik32119502,45642,K005,Kragstad,100
1,rik32119502,45643,K006,Viulfoss,50
1,rik32119502,45644,K007,S?trang,200
1,rik32119502,45645,K008,Klekken Hotel 3,500
1,rik32119502,45646,K009,Eskestrand,100
1,rik32119502,45647,K010,Solhagen,100
1,rik32119502,45648,K011,Loetunet,630
1,rik32119502,45649,K012,Haug telesentral,315
1,rik32119502,45650,K013,Vang Skole 2,630
1,rik32119502,45651,K014,L?ken?sen,200
1,rik32119502,45652,K015,Freitag,200
1,rik32119502,45653,K016,Nedre Klekken vei,315
1,rik32119502,45654,K017,Nedre Klekken,500
1,rik32119502,45655,K018,Borger,200
1,rik32119502,45656,K019,Jenshagen,200
1,rik32119502,45657,K020,Putten,100
1,rik32119502,45658,K021,Klekken Hotell 1,500
1,rik32119502,45659,K022,Nordberg,315
1,rik32119502,45660,K023,Briskebyen,100
1,rik32119502,45661,K024,Bergstjern,300
1,rik32119502,45662,K025,Berg,315
1,rik32119502,45663,K026,Klekken Hotell 2,630
1,rik32119502,45664,K027,Eriksrud,200
1,rik32119502,45665,K028,Mol?kken,100
1,rik32119502,45666,K030,Loestajet,200
1,rik32119502,45667,K031,H?ydebaseng Loe,300
1,rik32119502,45668,K032,Inngjerdinga,500
1,rik32119502,45669,K033,Hval,100
1,rik32119502,45670,K034,P?ske Aasensvei,315
1,rik32119502,45671,K035,F?rdenveien,300
1,rik32119502,45672,K036,Smeden,100
1,rik32119502,45673,K037,Rosenhoff,100
1,rik32119502,45674,K038,F?rdenbakken,315
1,rik32119502,45675,K039,Gjermundbo,200
1,rik32119502,45676,K040,Granheim,100
1,rik32119502,45677,K041,Mosetjern,50
1,rik32119502,45678,K042,Sj?haug,100
1,rik32119502,45679,K043,Dam?sen,100
1,rik32119502,45680,K044,R?sstjern,200
1,rik32119502,45681,K045,Ringkollen,100
1,rik32119502,45682,K048,B?lgen 1,200
1,rik32119502,45683,K050,Harahaugen,200
1,rik32119502,45684,K051,B?lgen 2,50
1,rik32119502,45685,K052,Smeden 7,315
1,rik32119502,45686,K053,B?lgenh?gda,315
1,rik32119502,45687,K054,Stiksrud,100
1,rik32119502,45688,K055,Engen,200
1,rik32119502,45689,K056,Honerud,100
1,rik32119502,45690,K057,?deg?rden,100
1,rik32119502,45691,K058,?serud,200
1,rik32119502,45692,K059,Gjermundbo 2,100
1,rik32119502,45693,K060,Skaug,100
1,rik32119502,45694,K061,Torp,100
1,rik32119502,45695,K062,Viulsh?gda,200
1,rik32119502,45696,K063,Kjennerud,100
1,rik32119502,45697,K064,?sbygda skole,315
1,rik32119502,45698,K065,Alm,100
1,rik32119502,45699,K066,Skaugstad,100
1,rik32119502,45700,K067,Alm g?rd,315
1,rik32119502,45701,K069,H?kenstuen,315
1,rik32119502,45702,K070,Aslaksrud,50
1,rik32119502,45703,K071,Oppland grense,200
1,rik32119502,45704,K072,Gj?rud,100
1,rik32119502,45705,K075,L?ken,0
1,rik32119502,45706,K076,Haug 1,200
1,rik32119502,45707,K077,Vangsveien,300
1,rik32119502,45708,K078,Thoen,100
1,rik32119502,45709,K079,Loeshagen,200
1,rik32119502,45710,K080,Lerberg,100
1,rik32119502,45711,K081,Hagan,200
1,rik32119502,45712,K082,Haug 2,200
1,rik32119502,45713,K083,Loeveien,300
1,rik32119502,45714,K084,Knestang,200
1,rik32119502,45715,K085,Haug 3,200
1,rik32119502,45716,K086,Loeskollen,500
1,rik32119502,45717,K087,Viul Skole,50
1,rik32119502,45718,K088,Solheim,200
1,rik32119502,45719,K090,Viul ?st,100
1,rik32119502,45720,K093,Hval stasjon,200
1,rik32119502,45721,K094,Thoenbakken,100
1,rik32119502,45722,K095,Stillerud,50
1,rik32119502,45723,K096,Ringkollen friluftsenter,200
1,rik32119502,45724,K099,F?rdensvingen,315
1,rik32119502,45725,K100,Kontorjordet,200
1,rik32119502,45726,K101,Myra,315
1,rik32119502,45727,K102,Hovedg?rden,200
1,rik32119502,45728,K103,Viul stasjon,50
1,rik32119502,45729,K104,Renseriet,100
1,rik32119502,45730,K105,L?kkadammen,50
1,rik32119502,45731,K106,Kappen,500
1,rik32119502,45732,K107,Trafo Øst,1250
1,rik32119502,45733,K108,Trafo Syd,700
1,rik32119502,45734,K109 ,K109 Vest,800
1,rik32119502,45735,K110,Nord,1000
1,rik32119502,45736,K111,Sliperiet (T1),0
1,rik32119502,45737,K112,Øst,1000
1,rik32119502,45738,K114,Hetoljekjele ,1750
1,rik32119502,45739,K115,Birkelund,100
1,rik32119502,45740,K116,Marteseterveien,50
1,rik32119502,45741,K117,Jaklefoss 2,50
1,rik32119502,45742,K118,H?vardseter,100
1,rik32119502,45743,K119,Jaklefoss 1,100
1,rik32119502,45744,K121,Leikvinjar,100
1,rik32119502,45745,K125,Havna Boligfelt,500
1,rik32119502,45746,K126,Trøttilsrudn koblingsanlegg,0
1,rik32119502,45747,K127,Ødehval koblingsanlegg,0
1,rik32119502,45748,K128,Løken koblingsanlegg,10
1,rik32119502,45749,K129,Knestanggata koblingsanlegg,0
1,rik32119502,45750,K130,Viul 5kV koblingspunkt,0
1,rik32119502,45751,L002,Alme koblingsanlegg,0
1,rik32119502,45752,L003,Alme 2,100
1,rik32119502,45753,L004,Almemoen 1,800
1,rik32119502,45754,L005,Almemoen 2.,800
1,rik32119502,45755,L006,Alme 1,100
1,rik32119502,45756,L007,Almemoen 3,0
1,rik32119502,45757,L008,Almemoen 4,800
1,rik32119502,45758,L009,?yatangen,200
1,rik32119502,45759,L011,FSAT,800
1,rik32119502,45760,L012,KP 115 Hvalsmoen,630
1,rik32119502,45761,L013,Prosat,500
1,rik32119502,45762,L014,Hvalsmoen 2,630
1,rik32119502,45763,L015,Hvalsmoen 1,500
1,rik32119502,45764,L016,Hvalsmoen Øvre plass,500
1,rik32119502,45765,L017,Prov Eggemoen,0
1,rik32119502,45766,L018,Eggemoen FSE,0
1,rik32119502,45767,L019,Idretshallen,500
1,rik32119502,45768,L020,N?rstad G?rd,100
1,rik32119502,45769,L021,Tyrimyra 1,100
1,rik32119502,45770,L022,Tyrimyra 2,0
1,rik32119502,45771,L023,Aasen sag 2,500
1,rik32119502,45772,L024,Aasen sag,315
1,rik32119502,45773,L025,N?rstad,100
1,rik32119502,45774,L026,Egge g?rd,200
1,rik32119502,45775,L028,Austjord,500
1,rik32119502,45776,L030,Eggemoen 1,800
1,rik32119502,45777,L031,Eggemoen 2,200
1,rik32119502,45778,L032,Eggemoen 3,0
1,rik32119502,45779,L033,Eggemoen 4,800
1,rik32119502,45780,L034,Eggemoen 5 NATO,500
1,rik32119502,45781,L035,Nymoen 1,200
1,rik32119502,45782,L036,Eggemoen 6 midtre,50
1,rik32119502,45783,L037,Nymoen pumpestasjon,100
1,rik32119502,45784,L038,Begna,50
1,rik32119502,45785,L039,Eggemoen 7,100
1,rik32119502,45786,L040,Norol Hensmoen,30
1,rik32119502,45787,L041,S?rflaten,100
1,rik32119502,45788,L042,Industriveien,100
1,rik32119502,45789,L044,Skytterbanen,100
1,rik32119502,45790,L045,Geiteryggen,630
1,rik32119502,45791,L046,Vestli,100
1,rik32119502,45792,L047,V?g?rd,100
1,rik32119502,45793,L048,Hagastua,100
1,rik32119502,45794,L049,Motordrift,630
1,rik32119502,45795,L050,Nymoen 2,100
1,rik32119502,45796,L051,Eggemoen 9,200
1,rik32119502,45797,L052,Ringerike motor,300
1,rik32119502,45798,L053,Nybyen,100
1,rik32119502,45799,L054,Industriveien 2,300
1,rik32119502,45800,L055,Risesletta,630
1,rik32119502,45801,L056,H?nefoss ferdigbetong,200
1,rik32119502,45802,L058,Buskerud industriselskap,315
1,rik32119502,45803,L059,Myrvang,100
1,rik32119502,45804,L060,Hen grustak,800
1,rik32119502,45805,L061,Hen grustak 2,0
1,rik32119502,45806,L062,Hen postkontor,200
1,rik32119502,45807,L063,Nesset,100
1,rik32119502,45808,L064,Biltilsynet,500
1,rik32119502,45809,L065,Hagen,100
1,rik32119502,45810,L066,V?g?rdsmoen,315
1,rik32119502,45811,L068,Blomsterdalen,200
1,rik32119502,45812,L069,Verkstedveien 1,1250
1,rik32119502,45813,L070,H?vik St?l 2,800
1,rik32119502,45814,L072,Impregneringsverket 3,800
1,rik32119502,45815,L073,Raastad,500
1,rik32119502,45816,L074,Tajet,100
1,rik32119502,45817,L075,Nora,0
1,rik32119502,45818,L076,Br?drene Berntsen,315
1,rik32119502,45819,L077,Br?ten,50
1,rik32119502,45820,L078,Norpapp,1000
1,rik32119502,45821,L079,H?vik verk T1+T2,800
1,rik32119502,45822,L080,Kvale,500
1,rik32119502,45823,L081,?stlanske,800
1,rik32119502,45824,L082,Sivilforsvaret,200
1,rik32119502,45825,L083,Hen N.,100
1,rik32119502,45826,L084,Menova,315
1,rik32119502,45827,L085,Industriveien 3,800
1,rik32119502,45828,L086,Impregneringsverket 1,1000
1,rik32119502,45829,L087,Impregneringsverket 2,1000
1,rik32119502,45830,L088,St?a,100
1,rik32119502,45831,L089,?stlandske spennbetong 2,630
1,rik32119502,45832,L090,Ringerike vannv. T1+T2,630
1,rik32119502,45833,L091,Vestsiden pukkverk,1250
1,rik32119502,45834,L092,Kihle,100
1,rik32119502,45835,L093,Kihlemoen VBA,315
1,rik32119502,45836,L094,Ringerike Bruk,300
1,rik32119502,45837,L095,ASAK,800
1,rik32119502,45838,L096,Follum Jordspolekiosk,1016
1,rik32119502,45839,L098,Kaldbekk,50
1,rik32119502,45840,L099,Hihleenga,100
1,rik32119502,45841,L100,Ringerike bruk 2,800
1,rik32119502,45842,L101,Høvik Verk 3,1250
1,rik32119502,45843,L102,Nymoen 3,100
1,rik32119502,45844,L103,Svelviksand 2,500
1,rik32119502,45845,L104,Nedre Kihlemoen,500
1,rik32119502,45846,L105,?stspenn 3,800
1,rik32119502,45847,L106,Østspenn 4,500
1,rik32119502,45848,L107,Nordpapp,0
1,rik32119502,45849,L108,Impregneringsverket 4,1000
1,rik32119502,45850,L109,Br?drene Berntsen 2,1000
1,rik32119502,45851,L110,Furuhaugen,50
1,rik32119502,45852,L111,Veidekke Kihlemoen,1000
1,rik32119502,45853,L112,Solberg Sag,100
1,rik32119502,45854,L113,Nymofaret,100
1,rik32119502,45855,L114,Buttentjern,200
1,rik32119502,45856,L116,Norpapp 3,500
1,rik32119502,45857,L118,Buss Anlegget,800
1,rik32119502,45858,L119,Nedre Kihlemoen 2,500
1,rik32119502,45859,L120,Svelviksand 3,630
1,rik32119502,45860,L121,Austjord 2,315
1,rik32119502,45861,L122,Ringerikskj?kken,630
1,rik32119502,45862,L123,Eggemoen N?ringspark,1600
1,rik32119502,45863,L124,Hallmaker,315
1,rik32119502,45864,L125,Tronrud Engeenering Prod,1250
1,rik32119502,45865,L126,Verkstedveien 44,315
1,rik32119502,45866,L127,Vestsiden Pukkverk,1250
1,rik32119502,45867,L128,Nedre Kilemoen 3.,500
1,rik32119502,45868,L129,Hen koblingsanlegg,0
1,rik32119502,45869,L130,Glederud koblingsanlegg,0
1,rik32119502,45870,L131,Eggemoen koblingsanlegg,0
1,rik32119502,45871,L132,Nymoen koblingsanlegg,0
1,rik32119502,45872,L133,Kihlemoen koblingsanlegg,0
1,rik32119502,45873,L134,Dødisgropa koblingsanlegg,0
1,rik32119502,45874,L135,Hensmoen koblingsanlegg,0
1,rik32119502,45875,L136,Industriveien koblingsanlegg,0
1,rik32119502,45876,L137,Hensmoveien v/Høvik koblingsanlegg,0
1,rik32119502,45877,MBK,,0
1,rik32119502,45878,A027,?st-Verme,200
1,rik32119502,45879,P001,Valdersst?a,100
1,rik32119502,45880,P002,Hen,100
1,rik32119502,45881,P003,Rognerud,50
1,rik32119502,45882,P004,S?ndre Valderst?moen,100
1,rik32119502,45883,P005,Tutanrud,100
1,rik32119502,45884,P006,Brentebr?ten,50
1,rik32119502,45885,P007,Iversplassen,100
1,rik32119502,45886,P008,Semmenelva,200
1,rik32119502,45887,P009,Semmen s?ndre,100
1,rik32119502,45888,P010,?dal koblingsst.(NVE),200
1,rik32119502,45889,P011,Semmen,100
1,rik32119502,45890,P012,Semmen nordre,50
1,rik32119502,45891,P013,Holt,100
1,rik32119502,45892,P014,?stvold,50
1,rik32119502,45893,P015,J?rgensplass,100
1,rik32119502,45894,P016,Valderst?moen,200
1,rik32119502,45895,P017,?vermoen,100
1,rik32119502,45896,P018,Sk?rfl?gan,100
1,rik32119502,45897,P019,Gr?nvold,100
1,rik32119502,45898,P020,?sliveien,315
1,rik32119502,45899,P021,Fagervold,100
1,rik32119502,45900,P022,Hallingby Trygdebolig,315
1,rik32119502,45901,P023,Aaveren,50
1,rik32119502,45902,P024,Kirkehval,200
1,rik32119502,45903,P025,Hallingby,100
1,rik32119502,45904,P026,Knuterudveien,315
1,rik32119502,45905,P027,Lystad,200
1,rik32119502,45907,P028,Skollerud vanning,0
1,rik32119502,45908,P029,Hallingby skole,630
1,rik32119502,45909,P030,Torvstr?fabrikken,200
1,rik32119502,45910,P031,Engseth,200
1,rik32119502,45911,P032,Lyngmo,315
1,rik32119502,45912,P033,Svartevja,100
1,rik32119502,45913,P034,Nordre Gr?nvold,100
1,rik32119502,45914,P035,R?ste,50
1,rik32119502,45915,P036,Rundhaug,50
1,rik32119502,45916,P037,L?kkemoen,100
1,rik32119502,45917,P038,Str?mmen,100
1,rik32119502,45918,P039,L?kke,75
1,rik32119502,45919,P040,Englymoen,50
1,rik32119502,45920,P041,Skollerud g?rd,100
1,rik32119502,45921,P042,Nordre verket,50
1,rik32119502,45922,P043,Biribakken,50
1,rik32119502,45923,P044,Skollerud,100
1,rik32119502,45924,P045,Halsteinrud,100
1,rik32119502,45925,P046,Lysne,200
1,rik32119502,45926,P047,Kihle sag,300
1,rik32119502,45927,P048,Hval,100
1,rik32119502,45928,P049,Nilsedalsletta,50
1,rik32119502,45929,P050,Juterud,50
1,rik32119502,45930,P051,Odda,100
1,rik32119502,45931,P053,Lindbr?ten,50
1,rik32119502,45932,P055,Somdalsbr?ten,50
1,rik32119502,45933,P057,Somdalen,100
1,rik32119502,45934,P058,Bakken,50
1,rik32119502,45935,P059,Torsteinstua,100
1,rik32119502,45936,P060,Samsj?vegen,100
1,rik32119502,45937,P061,Somma sag,50
1,rik32119502,45938,P062,L?vskogen,100
1,rik32119502,45939,P063,Spiralux,500
1,rik32119502,45940,P064,Hvitmyr 2,100
1,rik32119502,45941,P065,Hvitmyr,100
1,rik32119502,45942,P066,Bymarka,0
1,rik32119502,45943,P067,Bergsund,100
1,rik32119502,45944,P068,Hallingby skole 2,800
1,rik32119502,45945,P069,Lia,100
1,rik32119502,45946,P070,Liakastet,50
1,rik32119502,45947,P071,Midthaug,50
1,rik32119502,45948,P072,Busterud g?rd,100
1,rik32119502,45949,P073,Fj?svikmoen,100
1,rik32119502,45950,P074,Busterud vann,100
1,rik32119502,45951,P075,Amundstua,50
1,rik32119502,45952,P076,Flaskerud vann,100
1,rik32119502,45953,P077,Flaskerud,100
